size,dot_product_time,matrix_vector_time
2900,2.685e-6,0.041671561
2900,2.705e-6,0.044086895
2900,2.705e-6,0.042710996
3000,2.745e-6,0.041700056
3000,3.016e-6,0.042137621
3000,3.076e-6,0.041353124
3000,2.766e-6,0.039931517
3000,2.745e-6,0.042350168
3000,3.095e-6,0.042036999
3000,2.885e-6,0.045019517
3000,2.615e-6,0.045230779
3000,3.447e-6,0.04179583
3000,2.765e-6,0.043387768
3100,2.725e-6,0.050632337
3100,3.055e-6,0.050668256
3100,2.705e-6,0.051253202
3100,2.675e-6,0.049615475
3100,2.715e-6,0.052260165
3100,2.926e-6,0.050087426
3100,3.126e-6,0.049103497
3100,2.845e-6,0.047268
3100,2.976e-6,0.049756635
3100,3.227e-6,0.048636294
3200,2.835e-6,0.054970203
3200,3.026e-6,0.053662455
3200,2.775e-6,0.056591258
3200,3.446e-6,0.055300042
3200,3.126e-6,0.05674384
3200,3.146e-6,0.054839033
3200,2.926e-6,0.056957956
3200,2.795e-6,0.056987034
3200,2.866e-6,0.062171736
3200,3.276e-6,0.060328547
3300,2.915e-6,0.055171296
3300,2.986e-6,0.05469717
3300,3.297e-6,0.055315602
3300,2.605e-6,0.05436683
3300,3.116e-6,0.054794686
3300,3.066e-6,0.05490056
3300,3.266e-6,0.055565989
3300,2.886e-6,0.052958599
3300,3.096e-6,0.060667915
3300,3.066e-6,0.053809105
3400,2.976e-6,0.053590866
3400,3.116e-6,0.051878537
3400,3.086e-6,0.05430909
3400,3.837e-6,0.052156246
3400,2.986e-6,0.053428367
3400,3.026e-6,0.052028423
3400,3.216e-6,0.053620033
3400,3.457e-6,0.051926689
3400,2.945e-6,0.053720074
3400,3.096e-6,0.050635152
3500,3.707e-6,0.061520062
3500,3.096e-6,0.061804765
3500,3.337e-6,0.06153994
3500,2.996e-6,0.061426705
3500,3.286e-6,0.062355378
3500,3.206e-6,0.062012032
3500,3.166e-6,0.083076925
3500,3.286e-6,0.063029485
3500,3.136e-6,0.06184895
3500,2.925e-6,0.062666944
3600,3.256e-6,0.062867375
3600,3.246e-6,0.062680738
3600,3.677e-6,0.06688504
3600,3.066e-6,0.065023544
3600,3.186e-6,0.059832579
3600,2.996e-6,0.060238233
3600,3.095e-6,0.059648687
3600,3.597e-6,0.05935649
3600,3.015e-6,0.058983207
3600,3.487e-6,0.059265425
3700,3.446e-6,0.06806235
3700,3.055e-6,0.068385638
3700,2.936e-6,0.068032093
3700,2.936e-6,0.068223269
3700,3.086e-6,0.068623082
3700,3.166e-6,0.068472794
3700,3.176e-6,0.069091746
3700,3.717e-6,0.068408171
3700,3.176e-6,0.06838659
3700,3.276e-6,0.067987288
3800,3.547e-6,0.064548589
3800,3.246e-6,0.064614035
3800,3.547e-6,0.064703855
3800,3.467e-6,0.064703445
3800,3.196e-6,0.064571934
3800,3.266e-6,0.065775423
3800,3.387e-6,0.064867018
3800,3.607e-6,0.068447261
3800,3.586e-6,0.064632079
3800,3.226e-6,0.065315364
3900,3.336e-6,0.08011386
3900,3.296e-6,0.07632318
3900,3.758e-6,0.075974443
3900,3.276e-6,0.076036141
3900,3.687e-6,0.076989652
3900,4.188e-6,0.076187089
3900,3.387e-6,0.076472514
3900,3.306e-6,0.079131153
3900,3.247e-6,0.076187901
3900,3.196e-6,0.075050798
4000,3.366e-6,0.07784151
4000,3.567e-6,0.077921792
4000,3.456e-6,0.078095715
4000,3.286e-6,0.077739926
4000,3.366e-6,0.078008538
4000,3.497e-6,0.079333049
4000,3.467e-6,0.080239865
4000,3.346e-6,0.078040028
4000,3.386e-6,0.078081658
4000,3.267e-6,0.077249748
4100,3.416e-6,0.086224391
4100,3.236e-6,0.08610353
4100,3.547e-6,0.086770614
4100,3.476e-6,0.086879272
4100,3.427e-6,0.086406198
4100,3.466e-6,0.08832908
4100,3.266e-6,0.087803182
4100,3.446e-6,0.086036301
4100,3.376e-6,0.086619505
4100,3.627e-6,0.087271491
4200,3.456e-6,0.08021346
4200,3.918e-6,0.080136482
4200,3.476e-6,0.079870054
4200,3.587e-6,0.090806911
4200,3.466e-6,0.081824858
4200,3.416e-6,0.082446435
4200,3.767e-6,0.081707714
4200,3.667e-6,0.082191949
4200,3.456e-6,0.082803657
4200,3.467e-6,0.087279035
4300,3.577e-6,0.094424283
4300,3.707e-6,0.096105203
4300,3.697e-6,0.093927804
4300,3.597e-6,0.093430063
4300,3.927e-6,0.097787105
4300,3.476e-6,0.093172211
4300,4.008e-6,0.091544954
4300,3.477e-6,0.092692845
4300,3.627e-6,0.091937282
4300,3.577e-6,0.093980806
4400,3.978e-6,0.094921362
4400,3.526e-6,0.093025851
4400,3.637e-6,0.092948484
4400,3.958e-6,0.093274558
4400,3.807e-6,0.092778781
4400,3.707e-6,0.093113131
4400,3.807e-6,0.092927906
4400,3.527e-6,0.094335736
4400,3.607e-6,0.092481023
4400,3.627e-6,0.092883892
4500,3.758e-6,0.107348747
4500,4.027e-6,0.106150501
4500,3.697e-6,0.106787048
4500,3.908e-6,0.106446467
4500,3.747e-6,0.108834217
4500,3.697e-6,0.108985918
4500,3.808e-6,0.108557079
4500,3.607e-6,0.103350464
4500,3.697e-6,0.105051132
4500,3.888e-6,0.104606814
4600,4.348e-6,0.095445556
4600,3.978e-6,0.096284808
4600,4.188e-6,0.095675945
4600,3.517e-6,0.094599669
4600,4.058e-6,0.095251804
4600,4.107e-6,0.095040782
4600,3.877e-6,0.103916575
4600,1.8265e-5,0.094625208
4600,4.028e-6,0.096624427
4600,3.927e-6,0.094816553
4700,3.957e-6,0.11004486
4700,3.837e-6,0.110471876
4700,3.877e-6,0.108644135
4700,4.218e-6,0.108936994
4700,4.208e-6,0.108256565
4700,4.158e-6,0.109776167
4700,4.158e-6,0.109848546
4700,3.897e-6,0.114388165
4700,3.898e-6,0.114747012
4700,3.927e-6,0.109006276
4800,3.888e-6,0.116099075
4800,4.308e-6,0.115179468
4800,3.938e-6,0.116165922
4800,3.917e-6,0.115348541
4800,4.128e-6,0.122167745
4800,3.977e-6,0.117819831
4800,3.957e-6,0.117639426
4800,3.947e-6,0.11608139
4800,4.86e-6,0.11707081
4800,3.707e-6,0.115527663
4900,3.957e-6,0.123606092
4900,4.258e-6,0.134640008
4900,3.997e-6,0.131119725
4900,4.148e-6,0.126321569
4900,4.428e-6,0.123595171
4900,4.088e-6,0.123652892
4900,3.818e-6,0.127353235
4900,4.128e-6,0.1303586
4900,4.579e-6,0.119807417
4900,4.048e-6,0.122899744
5000,4.208e-6,0.113570673
5000,4.248e-6,0.112065499
5000,4.078e-6,0.112407702
5000,4.048e-6,0.112164157
5000,4.218e-6,0.113477907
5000,4.348e-6,0.112632902
5000,4.178e-6,0.112791645
5000,3.928e-6,0.111763481
5000,4.027e-6,0.111661517
5000,3.927e-6,0.11338063
5100,4.087e-6,0.131683392
5100,4.108e-6,0.130585123
5100,5.631e-6,0.129979537
5100,4.148e-6,0.131010025
5100,4.478e-6,0.135187465
5100,4.568e-6,0.130974147
5100,4.238e-6,0.131099496
5100,3.857e-6,0.136213184
5100,4.438e-6,0.132676589
5100,3.998e-6,0.131208775
5200,4.158e-6,0.129314927
5200,4.087e-6,0.133171955
5200,4.248e-6,0.12946806
5200,4.118e-6,0.130596906
5200,4.379e-6,0.129476646
5200,4.178e-6,0.129373629
5200,4.528e-6,0.14161424
5200,4.098e-6,0.129504961
5200,4.769e-6,0.131238681
5200,4.889e-6,0.143356369
5300,4.258e-6,0.142558695
5300,4.358e-6,0.140065121
5300,4.398e-6,0.142631194
5300,4.118e-6,0.144001456
5300,4.017e-6,0.139475986
5300,4.168e-6,0.137952996
5300,4.298e-6,0.137939562
5300,4.148e-6,0.139330228
5300,4.118e-6,0.138827978
5300,4.138e-6,0.138443714
5400,4.208e-6,0.129710894
5400,4.299e-6,0.129380335
5400,4.409e-6,0.129478895
5400,4.329e-6,0.130463476
5400,5.24e-6,0.137724409
5400,4.398e-6,0.133287971
5400,4.248e-6,0.131987124
5400,4.769e-6,0.130954543
5400,5.12e-6,0.131333838
5400,4.248e-6,0.133596068
5500,4.268e-6,0.151676133
5500,4.619e-6,0.151025731
5500,4.459e-6,0.151507751
5500,9.368e-6,0.152631788
5500,5.04e-6,0.156984532
5500,4.348e-6,0.158242986
5500,4.409e-6,0.149612151
5500,4.278e-6,0.148560562
5500,4.278e-6,0.14979027
5500,4.309e-6,0.149619374
5600,4.348e-6,0.150023837
5600,4.418e-6,0.150967218
5600,4.379e-6,0.150153404
5600,4.579e-6,0.151735215
5600,4.388e-6,0.153755045
5600,4.359e-6,0.15128754
5600,4.438e-6,0.15065416
5600,4.569e-6,0.150963071
5600,4.759e-6,0.151295516
5600,4.408e-6,0.150628171
5700,4.659e-6,0.160858221
5700,4.518e-6,0.160840999
5700,4.669e-6,0.160152252
5700,4.819e-6,0.160842841
5700,4.398e-6,0.163428741
5700,4.448e-6,0.160293803
5700,4.438e-6,0.160631669
5700,4.478e-6,0.162340442
5700,4.369e-6,0.16020323
5700,4.509e-6,0.160495096
5800,4.598e-6,0.149253401
5800,4.649e-6,0.149187265
5800,4.459e-6,0.149852966
5800,4.579e-6,0.151021949
5800,4.489e-6,0.149696648
5800,4.578e-6,0.148922779
5800,5.2e-6,0.14994893
5800,4.588e-6,0.1488188
5800,4.589e-6,0.149377327
5800,4.559e-6,0.148427714
5900,5.019e-6,0.172860011
5900,4.639e-6,0.174110489
5900,4.589e-6,0.172229737
5900,4.769e-6,0.177054122
5900,4.559e-6,0.17256641
5900,4.559e-6,0.174139275
5900,4.649e-6,0.17239358
5900,4.819e-6,0.172758037
5900,4.699e-6,0.17269685
5900,4.699e-6,0.172727388
6000,4.598e-6,0.168938391
6000,4.719e-6,0.168686539
6000,4.919e-6,0.172264323
6000,5.049e-6,0.168801148
6000,4.699e-6,0.170339727
6000,4.849e-6,0.16852945
6000,4.759e-6,0.168568324
6000,4.729e-6,0.169025267
6000,4.609e-6,0.170534789
6000,5.029e-6,0.168732477
6100,4.739e-6,0.18225208
6100,5.079e-6,0.184971044
6100,4.679e-6,0.184286626
6100,4.729e-6,0.183850924
6100,4.699e-6,0.182629181
6100,4.799e-6,0.182916358
6100,4.939e-6,0.184442994
6100,4.799e-6,0.183177277
6100,4.929e-6,0.182704404
6100,4.589e-6,0.189625574
6200,4.779e-6,0.177417046
6200,5.04e-6,0.173635917
6200,4.859e-6,0.172229807
6200,4.629e-6,0.173378561
6200,5.621e-6,0.17180187
6200,5.089e-6,0.173156747
6200,5.05e-6,0.172418747
6200,4.949e-6,0.176675018
6200,5.961e-6,0.173449476
6200,4.729e-6,0.173529839
6300,5.24e-6,0.197818712
6300,4.869e-6,0.198229167
6300,5.16e-6,0.197301364
6300,4.93e-6,0.200835886
6300,4.9e-6,0.197287488
6300,4.919e-6,0.204863759
6300,4.939e-6,0.198223115
6300,4.2401e-5,0.19725738
6300,4.859e-6,0.197821779
6300,4.719e-6,0.198571761
6400,5.109e-6,0.402643607
6400,4.909e-6,0.410916008
6400,5.1e-6,0.400530192
6400,5.01e-6,0.403066374
6400,5.04e-6,0.402238694
6400,5.019e-6,0.400758375
6400,5.22e-6,0.40648838
6400,5.281e-6,0.400165373
6400,4.979e-6,0.402985329
6400,4.99e-6,0.399084259
6500,4.969e-6,0.215631911
6500,4.98e-6,0.213704781
6500,4.95e-6,0.211459662
6500,5.1e-6,0.213482626
6500,5.25e-6,0.212601293
6500,5.04e-6,0.21276192
6500,5.17e-6,0.212513696
6500,5.069e-6,0.211476595
6500,4.96e-6,0.216512448
6500,4.89e-6,0.212077833
6600,5.02e-6,0.198076109
6600,5.119e-6,0.197801024
6600,5.22e-6,0.1963698
6600,5.5e-6,0.197160129
6600,5.44e-6,0.197583748
6600,7.464e-6,0.200830179
6600,5.059e-6,0.197593846
6600,4.909e-6,0.198336465
6600,5.28e-6,0.196520186
6600,5.029e-6,0.197296028
6700,5.14e-6,0.230762341
6700,5.25e-6,0.230047444
6700,5.13e-6,0.230465494
6700,5.18e-6,0.228105286
6700,5.09e-6,0.229301941
6700,5.11e-6,0.227859906
6700,5.25e-6,0.227959957
6700,5.129e-6,0.229559753
6700,5.33e-6,0.228372576
6700,5.13e-6,0.23191918
6800,5.15e-6,0.223099724
6800,5.38e-6,0.224294627
6800,5.25e-6,0.223818737
6800,5.24e-6,0.225154228
6800,5.2e-6,0.22433253
6800,5.421e-6,0.224761799
6800,5.17e-6,0.228241095
6800,6.151e-6,0.224650376
6800,5.381e-6,0.222823456
6800,6.282e-6,0.223028218
6900,5.461e-6,0.246736652
6900,6.703e-6,0.246526902
6900,5.611e-6,0.245058435
6900,5.401e-6,0.24623922
6900,5.501e-6,0.241969144
6900,5.32e-6,0.244460231
6900,5.661e-6,0.243245131
6900,5.39e-6,0.242554952
6900,5.571e-6,0.247352897
6900,5.39e-6,0.249274036
7000,5.31e-6,0.224998049
7000,5.441e-6,0.226241854
7000,5.45e-6,0.235935789
7000,5.33e-6,0.236022625
7000,5.31e-6,0.235486852
7000,6.603e-6,0.241257224
7000,5.35e-6,0.235856759
7000,5.59e-6,0.236222057
7000,5.341e-6,0.236383755
7000,5.651e-6,0.235401319
7100,5.37e-6,0.26336965
7100,5.4e-6,0.257794461
7100,5.39e-6,0.26507637
7100,5.46e-6,0.269940891
7100,5.53e-6,0.266665855
7100,5.381e-6,0.265496201
7100,5.861e-6,0.265032046
7100,5.56e-6,0.271516322
7100,5.551e-6,0.265754637
7100,5.57e-6,0.265956052
7200,6.192e-6,0.262423624
7200,5.561e-6,0.26282926
7200,5.581e-6,0.26440051
7200,5.501e-6,0.266916556
7200,5.401e-6,0.263973584
7200,5.571e-6,0.264408996
7200,5.62e-6,0.263198725
7200,5.641e-6,0.26348419
7200,5.661e-6,0.264837385
7200,5.47e-6,0.269491776
7300,5.731e-6,0.289269091
7300,6.272e-6,0.289193296
7300,5.55e-6,0.291348022
7300,5.481e-6,0.29641331
7300,5.771e-6,0.290113093
7300,5.55e-6,0.284859428
7300,5.871e-6,0.28648907
7300,5.521e-6,0.2848677
7300,5.641e-6,0.286808832
7300,5.861e-6,0.286811933
7400,5.581e-6,0.270368449
7400,5.901e-6,0.269992782
7400,5.58e-6,0.269727855
7400,5.721e-6,0.269689724
7400,5.641e-6,0.270524978
7400,5.631e-6,0.271100958
7400,5.811e-6,0.269580425
7400,5.65e-6,0.268586606
7400,5.631e-6,0.269562271
7400,5.701e-6,0.273059781
7500,8.557e-6,0.306356019
7500,5.731e-6,0.31089854
7500,5.721e-6,0.305829363
7500,5.691e-6,0.307251049
7500,6.954e-6,0.308925076
7500,6.542e-6,0.306882665
7500,5.661e-6,0.312287679
7500,7.003e-6,0.308394193
7500,5.691e-6,0.307245714
7500,5.771e-6,0.310844955
7600,5.71e-6,0.294818969
7600,3.0358e-5,0.297140472
7600,5.811e-6,0.290768513
7600,6.172e-6,0.290078915
7600,5.982e-6,0.294528013
7600,5.861e-6,0.29463657
7600,5.821e-6,0.299610952
7600,5.771e-6,0.294182263
7600,5.721e-6,0.295458941
7600,6.302e-6,0.293943297
7700,6.252e-6,0.32705906
7700,6.622e-6,0.336874117
7700,5.991e-6,0.328173428
7700,6.131e-6,0.329967706
7700,5.901e-6,0.328415511
7700,5.881e-6,0.328078927
7700,7.264e-6,0.332722137
7700,5.951e-6,0.328237377
7700,6.132e-6,0.331686505
7700,5.931e-6,0.3272966
7800,6.112e-6,0.302516829
7800,5.961e-6,0.305942763
7800,6.021e-6,0.303306076
7800,6.082e-6,0.303180106
7800,5.932e-6,0.302651595
7800,6.262e-6,0.304283393
7800,6.031e-6,0.306036401
7800,6.022e-6,0.304287341
7800,5.861e-6,0.303974383
7800,8.566e-6,0.305052443
7900,5.961e-6,0.335973344
7900,6.232e-6,0.336884228
7900,6.031e-6,0.340074898
7900,6.162e-6,0.338303564
7900,6.071e-6,0.340042004
7900,5.921e-6,0.347412409
7900,6.001e-6,0.345295724
7900,3.0027e-5,0.341411215
7900,6.001e-6,0.345632953
7900,5.992e-6,0.335578829
8000,6.171e-6,0.486248231
8000,6.062e-6,0.469048209
8000,6.151e-6,0.468191001
8000,6.101e-6,0.486362129
8000,6.082e-6,0.487470196
8000,6.012e-6,0.483722347
8000,5.981e-6,0.477577269
8000,6.202e-6,0.496241219
8000,6.012e-6,0.461823228
8000,6.292e-6,0.474459123
8100,6.122e-6,0.358296736
8100,6.062e-6,0.356368983
8100,6.151e-6,0.356101202
8100,6.112e-6,0.355771351
8100,6.302e-6,0.35534702
8100,6.141e-6,0.364484704
8100,6.292e-6,0.358409465
8100,6.131e-6,0.357559647
8100,6.232e-6,0.356008225
8100,6.062e-6,0.363145576
8200,6.272e-6,0.337115769
8200,6.242e-6,0.339384903
8200,6.292e-6,0.355738955
8200,6.202e-6,0.33954024
8200,6.192e-6,0.341161315
8200,6.473e-6,0.339575016
8200,6.192e-6,0.340040493
8200,6.422e-6,0.337826153
8200,6.583e-6,0.344867953
8200,6.422e-6,0.342589922
8300,6.342e-6,0.380927949
8300,6.322e-6,0.380961173
8300,6.192e-6,0.384608569
8300,6.362e-6,0.380889741
8300,6.632e-6,0.377701327
8300,6.833e-6,0.376228283
8300,6.532e-6,0.384468557
8300,6.472e-6,0.386395513
8300,6.262e-6,0.381480925
8300,6.332e-6,0.377213394
8400,6.312e-6,0.360790245
8400,7.524e-6,0.36395501
8400,6.402e-6,0.362301724
8400,6.482e-6,0.36496392
8400,6.492e-6,0.360825526
8400,6.282e-6,0.363798437
8400,6.402e-6,0.357483141
8400,6.282e-6,0.359419511
8400,6.493e-6,0.373291247
8400,6.483e-6,0.36072302
8500,6.553e-6,0.400025791
8500,6.322e-6,0.404023427
8500,7.985e-6,0.405557637
8500,6.372e-6,0.395030178
8500,6.222e-6,0.394220683
8500,6.673e-6,0.393711841
8500,6.492e-6,0.401442046
8500,6.402e-6,0.394557608
8500,6.433e-6,0.394931453
8500,6.442e-6,0.393988022
8600,6.332e-6,0.376980005
8600,6.393e-6,0.382422853
8600,6.612e-6,0.377382098
8600,6.402e-6,0.373951445
8600,6.583e-6,0.376799158
8600,6.483e-6,0.373401068
8600,6.483e-6,0.378613444
8600,6.433e-6,0.377146202
8600,6.523e-6,0.380508153
8600,6.843e-6,0.373122426
8700,6.552e-6,0.412132478
8700,6.483e-6,0.413444314
8700,6.462e-6,0.417802779
8700,6.573e-6,0.41561868
8700,6.803e-6,0.415947157
8700,6.622e-6,0.418494193
8700,6.603e-6,0.427479891
8700,6.773e-6,0.419338755
8700,6.582e-6,0.412515663
8700,6.783e-6,0.421873803
8800,6.583e-6,0.412677873
8800,8.667e-6,0.411536181
8800,6.543e-6,0.415537685
8800,6.683e-6,0.415219808
8800,6.863e-6,0.418476317
